cell,easting_mean,northing_mean,cluster,years_available,log_traffic_mean,log_traffic_max,traffic_year_cv,point_cv_mean,log_link_length_km,log_count_points,road_category_n,year_coverage_frac,traffic_trend_pct_per_year
6820,204900.0,858270.0,0,10,6.378595948527642,6.738152494595957,0.15574072502082573,0.5638980059077707,3.7376696182833684,1.0986122886681098,1,1.0,-0.035862793897141865
6821,214000.0,855750.0,0,10,6.841294912281867,6.937314081223682,0.06012004589487921,0.0,3.4111477125153233,0.6931471805599453,1,1.0,0.01875824685282237
6824,244700.0,856990.0,0,10,8.188105620905786,8.331827004436057,0.05779867323022996,0.08419597052410698,2.6878474937846906,1.0986122886681098,1,1.0,0.015705443323669795
6825,252771.83333333334,855842.9472222222,0,10,8.713310353444944,9.575261224768767,0.05549195117027703,0.6935285984793466,3.662535478774334,2.2082744135228043,2,1.0,0.00798958901391005
6826,260850.75,854014.15,0,10,9.148712278100026,10.184031710581442,0.04969471227224146,0.9506314899968004,3.719408659148759,1.7749523509116738,3,1.0,0.012015359859413603
6828,285127.1,853723.6833333333,0,10,8.795175876525894,9.508888197738269,0.04375214436950527,0.9110259246108494,3.044522437723423,1.9459101490553132,4,1.0,0.008492796088199823
6829,292726.23333333334,856271.4333333333,0,10,9.440773291177202,9.685082755569091,0.04749840646407948,0.276433376377283,2.21046980408624,1.1314021114911006,1,1.0,-0.009932251440696314
6830,301826.1666666666,855466.0,0,10,8.758735771063225,9.414586486185929,0.06698680624081854,0.8935890602411541,3.4959013171314526,1.589235205116581,2,1.0,-0.006721593282072689
6832,323700.0,855300.0,0,10,8.475266420188202,8.629807335785372,0.16297233321227822,0.0,2.6741486494265287,0.6931471805599453,1,1.0,0.0348550907409398
6833,336324.8,856925.0,0,10,9.192125483555278,9.612600349135398,0.032333212426817415,0.5324219769506838,2.5416019934645457,1.0986122886681098,1,1.0,-0.0003296189475344878
6834,341220.0,850550.0,0,10,8.944211028485814,9.608042089466514,0.09639757286632057,1.0977037857752148,2.2823823856765264,1.0986122886681098,1,1.0,-0.00026655150376135903
6835,356236.6666666667,855933.3333333334,0,10,6.939092434291177,7.160069207596127,0.05437291773091515,0.03111133542087584,3.288401887516811,1.3862943611198906,1,1.0,-0.0034394061879919045
6836,362065.0,853000.0,0,10,7.590094260825479,7.99598047476376,0.12225524762959993,0.38344163690530475,2.302585092994046,1.0986122886681098,1,1.0,0.03645251503658601
6837,373065.0,851955.0,0,10,8.06377132176218,8.197538739721184,0.058559822024779225,0.13799181726889467,2.89591193827178,1.0986122886681098,2,1.0,-0.013689671210332252
6838,389500.0,859600.0,0,10,7.701833178120523,7.947678571301568,0.10324001164013363,0.0,2.8390784635086144,0.6931471805599453,1,1.0,0.023881758710373856
6839,393005.0,854587.5,0,10,7.514595379931363,8.06211758275474,0.03976155711957896,0.4537410181877791,3.1654750481410856,1.6094379124341003,1,1.0,0.011313076225476521
6840,405806.5,851493.8666666668,0,10,8.172032653913583,8.68929604801586,0.04218257899548163,0.746928081475237,3.4242626545931514,1.3862943611198906,3,1.0,0.011560047007280897
