month,relative_risk
1,0.9456963428149243
2,0.7728112301440709
3,0.7343923162172147
4,0.9294421869227928
5,1.6978204654599187
6,1.4052456594015517
7,0.9974141115626155
8,0.916143332101958
9,0.7388252678241596
10,0.9427410417436276
11,1.0240118212042852
12,0.8954562246028814
